abstract,title,year,journal,authors,base,exclusion_stage,exclusion reson,#ID
"Publisher SummaryThis chapter focuses on the micro-economic reasons for market failure and the micro-political analysis of government performance. Governments provide goods and services directly, redistribute income, and regulate economic relations. The chapter reviews recent recommendations for the institutional reform of the budgetary process. The new political economy is concerned with the most basic question of economic policy: It discusses the circumstances where markets or governments are preferred as the institution for allocating societal resources. The new political economy is the sophistication of analytic technique. The voting process can protect against dictatorship but generally at the cost of social efficiency. In Western societies, the decision has been made to protect democracy; the task then is to search for the most efficient collective choice process consistent with this norm. The results of this examination emerge in the new quantitative political economy and the empirical examination of government spending, taxation, and regulation.","markets, governments, and the ""new"" political economy",1987,Handbook of Public Economics,Robert P. Inman1University of Pennsylvania,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1010
"Although recent research has shed new light on the political determinants and economic consequences of tax lawmaking, existing analyses rely on coarse data measuring political aggregates. Consequently, little is known about the political processes determining how tax legislation is written or their effect on the nature of tax reforms. This paper therefore develops a methodology to examine how Congress edits the content of tax legislation by measuring the ways Deputies, Senators, Presidents, and Ministers propose and amend such legislation. The Legislative Substance Scale proposed here measures the distance between a bill’s original position and the actual outcome of the legislative process by comparing the differences in content according to coding of the main tax policy dimensions. The scale is used to build the first systematic database of tax lawmaking in Argentina, and to describe its general patterns of authorship, approval and substantive content across presidencies in the current democratic period.",measuring the political economy of tax lawmaking: a methodology and evidence from argentina,2013,NA,"Javier Alvaredo, Alejandro Bonvecchi1, Ernesto F. Calvo2, Maximiliano Castillo2+11Torcuato di Tella University, 2University of Maryland, College Park, 3University of Buenos Aires",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1011
"International lenders of last resorts are often accused to create financial instability because they generate moral hazard. The evidence for this is thin and plagued with measurement error. Examining the case of the US, we use the number of American troops hosted by third countries to measure how strongly the US is committed to them. We find that increasing the number of US troops by one standard deviation above the mean raises the probability of a financial crisis in the host country by about 12 to 14 percentage points. We also investigate the channels through which moral hazard materializes. Countries with more US troops conduct more expansionary fiscal and monetary policies, implement riskier financial regulations, and receive more capital, especially from US banks. These findings are inconsistent with reverse causality.",moral hazard and financial crises: evidence from us troop deployments,2015,NA,"Michaël Aklin1, Andreas Kern21University of Pittsburgh, 2Georgetown University",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1012
"Scholars of American politics typically conceptualize representation as mass-elite policy congruence, and in doing so have found several factors that hinder that relationship. These findings are at odds with the fact that American legislators often gain enough support to win re-election. I present an explanation for this puzzle by showing that legislators strategically provide four unique dimensions of representation to their constituents: policy, service, allocation, and descriptive. I unify these dimensions in a single theoretical model of legislators’ priorities, then test it with data from survey experiments administered to 1,175 state legislators. I posit that legislators systematically emphasize some dimensions over others to further the goal of reelection. Given the constraints of resources and costs, legislators must choose their representational focus based on perceived electoral benefits. I find that institutional, district, and individual-level traits alter these resources, costs, and benefits, thereby driving legislators’ strategic representational behavior.",multidimensional responsiveness: the determinants of legislators' representational priorities,2013,Legislative Studies Quarterly,Jeffrey J. Harden1University of Colorado Boulder,Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1013
"Since medical and healthcare data include temporal trends of clinical symptoms, temporal data mining is one of the most important elements to discover knowledge. In this paper, we propose a three-dimensional trajectories mining method to capture the similarities between temporal trajectories of three selected variables. The method was evaluated on two datasets: one is on chronic hepatitis, and the other is on temporal trends of # orders in our university hospital. The results showed that, compared with conventional studies, the method gave more detailed classification of temporal trends.",multidimensional temporal mining in hospital information system,2016,International Journal of Computational Intelligence Studies,"Shusaku Tsumoto1, Shoji Hirano1Shimane University",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1014
"The most desirable system of allocations should avoid effi ciency losses, resulting from either fi nancial dependency, or subnational fi scal operations by striking a balance between fi scal autonomy and reliance on federal transfers of SNGs.",multilevel fiscal governance in a balanced policy environment,2011,NA,Chanchal Kumar Sharma,Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1015
"One of the fundamental questions in democratic governance is whether policies are best decided by elected officials or by appointed bureaucrat-experts. The study examines this issue in the context of how municipal government form influences government-wide budgetary solvency. Government form creates distinct incentives for executive action that shape budget outcomes. In mayor–council governments, the elected executive’s desire to be reelected increases responsiveness to voters’ preferences. Vote maximization incentivizes the adoption of policies that are popular among voters but can lead to budgetary imbalance. In contrast, the appointed executive in the council–manager form is interested in career advancement, which she achieves by building a reputation for leading a fiscally sound government. Insulated from the demands of voters, the manager can rely on expert knowledge and professional norms to choose policies that result in balanced budgets. Using data from audited financial reports for 655 mid-sized and large city governments in the United States from fiscal years 2006 to 2013, the econometric analysis shows that council–manager cities have stronger budgetary solvency compared with mayor–council cities.","municipal government form and budget outcomes: political responsiveness, bureaucratic insulation, and the budgetary solvency of cities",2019,Journal of Public Administration Research and Theory,Benedict S Jimenez1Georgia State University,Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1016
"This article presents the first empirical study in a Latin-American country on the effects of managerial quality upon municipal performance in education. Using 6 years of data from 40 Colombian municipalities, I assess the influence of mayoral qualifications-education and job-related experience-on the percentage of the eligible population actually enrolled in school. After considering other political, economic, and demographic factors, the findings show that mayoral qualifications are associated with greater school enrollment. This positive influence, however, decreases under external constraints, such as the presence of illegal armed groups. The findings should apply in any setting where the provision of social services is decentralized and where the mayor also plays the role of city manager, performing both political and administrative functions. The study has implications for countries struggling to eradicate illiteracy as results show that mayoral human capital enhances educational performance.",municipal performance: does mayoral quality matter?,2008,Journal of Public Administration Research and Theory,Claudia Nancy Avellaneda1Texas A&M University,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1017
NA,NA,2003,Journal of Public Economics,"Timothy Besley1, Stephen Coate21London School of Economics and Political Science, 2Cornell University",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1018
"AbstractThis paper compares the effects of government ownership and regulation under private ownership on the production decisions of a monopoly firm. It analyzes an optimal mechanism design problem in which the owners of the firm (either the government or shareholders) contract with a manager who has private information about the firm's cost function and takes an unobservable action that affects the firm's costs. The model predicts that the privately-owned, regulated firm will use relatively more capital and the publicly-owned firm will use relatively more labor than the second-best efficient solution to the private information problem.",nationalization vs. regulation of monopolies: the effects of ownership on efficiency,1991,Journal of Public Economics,Ellen M. Pint1Nuffield College,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1019
"By providing a long run reconstruction of regional Net Fiscal Flows (NFFs) in Italy throughout the last six decades (1951-2010), this paper documents the substantial rise of fiscal transfers to Mezzogiorno (i.e. Southern Italy) from the rest of the country. Besides, three further arguments are presented. First, we find that the prominent upsurge of NFFs in 1980s and 1990s has exerted a scarce impact on the North-South gap, mainly because it has not been connected to a stronger commitment in supply-side regional and development policies, and the needed rise of capital expenditure in Mezzogiorno. Second, we ascribe most of the increase in NFFs to the generalized escalation in current primary expenditure related to the “decentralization without accountability” design of fiscal reforms implemented in the 1970s. Third, we evaluate the size of interregional redistribution in the light of regional income differences and the burden imposed to contributing regions. By making use of several indexes and analytical procedures intensively used in the literature, we reach the conclusion that interregional redistribution in Italy has been moderate, considering the severity of initial differences in economic and social conditions.",net fiscal flows and interregional redistribution in italy: a long-run perspective (1951–2010),2016,Structural Change and Economic Dynamics,"Adriano Giannola1, Carmelo Petraglia2, Domenico Scalera31SVIMEZ, Association for the Industrial Development of Southern Italy, 2University of Basilicata, 3University of Sannio",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1020
"This article applies cost-benefit analysis to the Canadian Pacific commercial salmon fishery. It demonstrates that government policies to preserve the fishery have resulted in higher net social costs than would have resulted from a ""do nothing"" policy, notwithstanding the rent dissipation associated with unconstrained resource exploitation. The value of landings and the private costs of the harvest over a cycle (1988-1994) are calculated. On average, fishers extracted rents of C$34.7 million (in constant 1995 Canadian dollars) annually. The public costs of enhancing the resource and organizing and policing the harvest are estimated. When these costs are included in the calculation, net benefits drop to an average of negative C$55.6 million annually. This translates into a net present value (NPV) of the salmon fishery of negative C$784. The effects on NPV of both modest policy changes implemented in 1996-1997 and of a more dramatic but credible fleet rationalization program are provided. The results indicate that further policy change is called for. More generally, the study shows that policy reform that would significantly benefit both the private sector (through reduced rent dissipation) and the public sector (through reduced government expenditures) can be surprisingly difficult. © 2000 by the Association for Public Policy Analysis and Management.",net loss: a cost‐benefit analysis of the canadian pacific salmon fishery,2000,Journal of Policy Analysis and Management,"Richard Schwindt1, Aidan Vining1, Steven Globerman21Simon Fraser University, 2Western Washington University",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1021
"The Voting Right Act guaranteed the right to vote for minorities, including the prohibition of any electoral discriminatory practices on the basis of race. This triggered a series of court decisions outlawing discriminatory electoral rules between 1970 and 1990. I study the effects of several court orders that guarantee minority representation on city public budgets, and find that both local public good expenditures (5-7.5%) and city tax collection (5-10%) increased, after the changes towards non-discriminatory electoral rules. I also explore the distributional consequences of non-discriminatory elections and find that the fraction of black public workers and citizens increased after changes in the election system, while those of whites decreased. The growth rates of black house values and rents also increase more. The findings are inconsistent with a negative effect of ethnic heterogeneity in the city council on public goods, and with common-pool theories. I show evidence that the most plausible channel that explains the results is the new legislative bargaining power that black communities gained. ∗I want to thank Chris Boone, Varanya Chaubey, Ethan Kaplan, Wojciech Kopczuk, Bentley MacLeod, Suresh Naidu, Petra Persson, Raul Sanchez de la Sierra, and seminar participants at Columbia University, the American Law and Economics 2014 Meetings at Chicago University, and at the 2012 Alexander Hamilton Graduate Student Conference for Political Economy at NYU for helpful comments. I also want to thank Kathleen Dreyer for help accessing data, and Nathan B. Anderson for sharing his data on property tax limits. All resulting mistakes are my own. fe2139@columbia.edu","non-discriminatory electoral rules, local public goods, and redistribution: evidence from us municipalities",2014,NA,Ferran Elias1Columbia University,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1022
"In decentralised European Monetary Union members such as Austria, Belgium, Finland, Germany and Spain, the Stability and Growth Pact can only be implemented if there is close fiscal coordination among government tiers. Thus, limits on subcentral governments' debt are essential in this coordination. This paper analyses which political and socio-economic factors influence compliance with debt limits. We use a database with information on Spanish municipalities with at least 1,000 inhabitants for 2001–08. Our results indicate that the non-financial surplus limit is the requirement that is most commonly breached, followed by the net operating balance requisite. Population has a positive and significant impact on failure to comply with debt limits. In addition, we show a positive relationship between income level and global limit compliance. Finally, it can be stated that municipalities appear to manipulate debt with electoral purposes.",non‐fulfilment of debt limits in spanish municipalities,2015,Fiscal Studies,"Bernardino Benito1, María‐Dolores Guillamón1, Francisco Bastida1University of Murcia",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1023
"Previous theoretical and empirical research has shown that policymakers have an incentive to centralize government activities in order to weaken the competitive pressure of fiscal federalism. We propose and test a positive model of fiscal federalism in which centralization is less likely to occur where budget referendums are possible. The reason for this result is that budget referendums reduce the extent to which pro-centralization regions can commit to a low level of spending delegating the centralization choice to elected policymakers. In addition, it reduces the ability of higher level policymakers to attract additional responsibilities in order to gain policy discretion. Empirical findings from a panel data analysis for Swiss cantons from 1980 to 1998 support this hypothesis",on government centralization and budget referendums: evidence from,2001,NA,"Christoph A. Schaltegger, Lars P. Feld",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1024
"Previous theoretical and empirical research has shown that policymakers have an incentive to centralize government activities in order to weaken the com-petitive pressure of fiscal federalism. We propose and test a positive model of fiscal federalism in which centralization is less likely to occur where budget referendums are possible. The reason for this result is that budget referendums reduce the extent to which pro-centralization regions can commit to a low level of spending delegating the centralization choice to elected poli-cymakers. In addition, it reduces the ability of higher level policy-makers to attract additional responsibilities in order to gain policy discretion. Empi-rical findings from a panel data analysis for Swiss cantons from 1980 to 1998 support this hypothesis.",on government centralization and budget referendums: evidence from switzerland,2001,NA,"Christoph A. Schaltegger, Lars P. Feld1University of St. Gallen",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1025
"We propose and test a positive model of fiscal federalism in which centralization is less likely to occur in jurisdictions with referendum decisions on policy centralization. Citizens choose centralization of public spending and revenue in order to internalize spillovers if individual preferences in two jurisdictions are sufficiently homogeneous. Under representative democracy, centralization is inefficiently high because representatives can extract political rents by policy centralization. Referendums thus restrict representatives’ ability for rent extraction. An empirical analysis using a panel of Swiss cantons from 1980 to 1998 supports the hypothesis that centralization is less likely under referendum decision-making.",on government centralization and fiscal referendums: a theoretical model and evidence from switzerland,2005,NA,"Lars P. Feld1, Christoph A. Schaltegger2, Jan Schnellenbach31Center for Economic Studies, 2University of St. Gallen, 3BTU Cottbus-Senftenberg, Institute for Economics, Chair for Microeconomics; Walter Eucken Institute",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1026
"This chapter characterizes the set of equilibria in a model of distributive politics with inefficient local public goods. Candidates compete for office in three districts under a majoritarian rule. For each district there is a project that brings a benefit only to this district if implemented, but the aggregate cost for society of financing the project surpasses the localized benefit. Candidates can commit to implement the projects in any number of districts. If projects are very inefficient, in equilibrium candidates commit not to implement any of them. However, if projects are inefficient but not too inefficient, in the unique equilibrium candidates randomize between financing projects in zero, one or two districts, so that in expectation 43% of projects are implemented.",on the distribution of particularistic goods,2011,NA,"Jon X. Eguia1, Antonio Nicolò21New York University, 2University of Padua",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1027
"Fifteen years ago North (1990, [1992]) commented on the role of institutions in society as follows: “They are the underlying determinant of the long-run performance of economies. If we are ever to construct a dynamic theory of change, …, it must be built on a model of institutional change.” (p. 107). North’s assertions sparked an intense debate about the role of political and economic freedoms in the economic development of states, which reached its (interim) peak in the so-called MIT-Harvard controversy. Whereas Acemoglu et al (2005) emphasize the direct positive influence of democratic constitutions on economic performance, Glaeser et al (2004) attribute only an indirect effect to the institutional factors and see the formation of human capital as the decisive factor in the prosperity of states.",on the economic efficiency of direct democracy,2007,NA,"Lars P. Feld, Gebhard Kirchgässner",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1028
"We study the relation between the electorate's information about candidates' policy platforms during an election, and the subsequent provision of inefficient local public goods (pork) by the winning candidate. More information does not lead to better outcomes. We show that the efficient outcome in which no candidate proposes to provide any inefficient good is sustained in equilibrium only if voters are not well informed. If the electorate is well informed, electoral competition leads candidates to provide inefficient pork in all equilibria. We show that this result is robust even if candidates care about efficiency.",on the efficiency of partial information in elections,2013,NA,"Jon X. Eguia1, Antonio Nicolo21Michigan State University, 2University of Manchester",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1029
"An important question in political economy concerns the form of transfers to special interests. The Chicago view is that political competition leads politicians to make such transfers efficiently. The Virginia position is that lack of information on the part of voters leads politicians to favor inefficient 'sneaky' methods of redistribution. This paper analyzes the form of transfers in a model of political competition in which politicians have incentives to make transfers to special interests. It shows that, when voters have imperfect information about both the effects of policy and the predisposition of politicians, inefficient methods of redistribution may be employed. Copyright 1995 by University of Chicago Press.",on the form of transfers in special interests,1995,Journal of Political Economy,"Stephen Coate, Stephen Morris",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1030
"Many studies find that voter turnout is higher in countries using PR than in
countries using plurality, but because so many factors differ between the two
sets of countries it is difficult to know precisely why. I focus on municipal elections in France, where cities above a certain population threshold are required
to use PR while those below use plurality; this setting allows me to compare
political outcomes across electoral systems while holding fixed a large set of
social and political features. I find that PR noticeably increases turnout compared to plurality, and it does so particularly in less competitive contexts. I also
find evidence that PR encourages entry and raises the quality of competition.
The findings highlight the importance of electoral proportionality in explaining
cross-national differences in voter turnout",opposition representation and policy moderation: evidence from french municipalities,2010,NA,Andrew Eggers1Harvard University,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1031
"The paper shows that immigration can create an incentive for deficit-spending among natives. If immigrants use up some given share of public funds net of debt service, a policy of running budget deficits becomes optimal. The optimal budget deficits are higher, the higher the share of net public funds spent exogenously on immigrants. We take the share of immigrants in the total population as a proxy for exogenous spending on immigrants and estimate its effect on budget deficits for 20 OECD countries during 1980--1995. We find the effect to be significant and positive, suggesting that exogenous spending was increasing during that time.",optimal budget deficits and immigration,2006,NA,Karin Mayr1University of Linz - Department of Economics,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1032
"AbstractWe develop a model of pork-barrel politics in which a government official tries to improve her reelection chances by spending on targeted interest groups. The spending signals that she shares their concerns. We investigate the effect of such pandering on public spending. Pandering increases spending relative to a non-accountable official (one who does not have to run for reelection) if either the official's overall spending propensity is known, or if it is unknown but the effect of spending on the deficit is opaque to voters. By contrast, an unknown spending propensity may induce the elected official to exhibit fiscal discipline if spending is transparent.",pandering and pork-barrel politics,2019,Journal of Public Economics,"Eric Maskin1, 2, Jean Tirole31National Research University – Higher School of Economics, 2Harvard University, 3University of Toulouse",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1033
"In this paper we analyze the determinants of fiscal performance in the regions of Italy, a country that has taken significant steps towards federalism in the past ten years. We test several hypotheses on the impact of financial autonomy, the electoral cycle, partisanship and social capital on the fiscal performance of sub-national units. We also assess the determinants of transfers from the central government to the regions. We find that lobbying on the part of regional governments increases the amounts of transfers received, as does sharing the same partisan composition as the central government, in particular in proximity of regional elections.","partisanship, social capital, and fiscal federalism in the italian regions",2008,NA,"Mark Hallerberg1, Francesco StolfiHertie School of Governance",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1034
"This paper argues that the nationalization of electoral alignments and party organization has repercussions for the extent to which 'regional favouritism' is a dominant feature of distributive policy in a particular country. In particular, coalitional politics in the presence of parties with narrow geographic bases of support, such as regional parties or parties with regionalized patterns of support, may encourage 'over-investment' by central governments in distributive log-rolling and regional pork-barrel spending. Empirically, the paper explores patterns in the regional allocation of infrastructure investment to Provinces by central government in Spain from 1978-2010, and tests two central hypotheses. Firstly, it investigates the extent to which regional parties in Spain have historically been able to secure disproportional investment for core support constituencies, when these parties are pivotal for government formation. Secondly, we explore a more novel hypothesis relating the relative nationalization of the major governing parties of the democratic era, to their propensity to engage in political distribution towards favoured electoral constituencies. The paper finds that parties vary significantly in their use of tactical 'pork-barrel' spending, depending on the degree to which their electoral support is 'nationalized' across all regions within the country.",party nationalization and the politics of geographic redistribution in spain,2014,NA,"Mark Canavan1Trinity College, Dublin",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1035
"In this study, we look at committee assignment by focusing on the extent to which MPs’ desires to become members of certain committees are fulfilled. Our theoretical argument is based on the assumption that legislators pursue individual goals, which interact with party leaders’ ones. To test our hypotheses, we use original survey data on elected candidates to the Italian Parliament that were collected immediately after the 2013 general election. Our main findings highlight that individual preferences driven by distributive interests are more likely to be accommodated in the case of legislators who are close to their party in ideological terms. On the contrary, ideological proximity to the party does not seem to affect committee assignment when MPs’ preferences are driven by expertise-based motivations.","personal ambitions, expertise and parties’ control : understanding committee assignment in the italian chamber of deputies",2019,Parliamentary Affairs,"Daniela Giannetti1, Andrea Pedrazzani1, Luca Pinto21University of Bologna, 2Institute of Human and Social Studies, Scuola Normale Superiore, Firenze, Italy",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1036
"This paper discusses the common-pool problems that arise when multiple territorially overlapping governments share the authority to provide services and levy taxes in a common geographic area. Contrary to the traditional Tiebout model in which increasing the number of competing governments improves efficiency, I argue that increasing the number of overlapping governments results in ""overfishing"" from the shared tax base. I test the model empirically using data from U.S. counties and find a strong positive relationship between the number of overlapping jurisdictions and the size of the local public sector. Substantively, the ""overlap effect"" amounts to roughly 10 percent of local revenue.",piling on: multilevel government and the fiscal common‐pool,2008,American Journal of Political Science,Christopher R. Berry1University of Chicago,Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1037
"We evaluate the effect of relaxing fiscal rules on policy outcomes applying a quasi-experimental research design. In 1999, the Italian central government introduced fiscal rules aimed at imposing fiscal discipline on municipal governments, and in 2001 the rules were relaxed for municipalities below 5,000 inhabitants. This institutional change allows us to implement a ""difference-in-discontinuities"" design by combining the before/after with the discontinuous policy variation. Our estimates show that relaxing fiscal rules triggers a substantial deficit bias, captured by a shift from a balanced budget to a deficit that amounts to 2 percent of the total budget. The deficit comes primarily from reduced revenues as unconstrained municipalities have lower real estate and income tax rates. Finally, we investigate the heterogeneity in policy responses across municipalities to provide new evidence about the costs and benefits of restricting fiscal policy. The impact is larger if the mayor can run for reelection, the number of political parties seated in the city council is higher, voters are older, the performance of the mayor in providing public good is lower, and cities are characterized by historical deficit, consistently with models on the political economy of fiscal adjustment.",policy responses to fiscal restraints: a difference-in-discontinuities design,2012,NA,"Veronica Grembi1, Tommaso Nannicini, Ugo Troiano21IZA Institute of Labor Economics, 2Harvard University",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1038
NA,policy studies organization,1981,Evaluation News,Stuart S. Nagel1University of Illinois at Urbana–Champaign,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1039
"Does policymakers\' horizon affect their willingness to support economic reforms? Voting in the U.S. Congress provides an ideal setting to address this question. Differences between the House and Senate, in which members serve two-year and six-year mandates respectively, allow to examine the role of term length; the staggered structure of the Senate allows to compare the behavior of different \""generations\"" of senators and study the impact of election proximity. Considering all major trade liberalization reforms undertaken by the U.S. since the early 1970\'s, we find that Senate members are more likely to support them than House members. However, inter-cameral differences disappear for third-generation senators, who face re-election at the same time as House members. Considering Senate votes alone, we find that the last generation is more protectionist than the previous two and this result holds both when comparing different senators voting on the same bill, as well as individual senators voting on different bills. Inter-generational differences disappear instead for senators who hold safe seats or have announced their retirement, indicating that the protectionist effect of election proximity is driven by legislators\' fear of losing office.",policymakers’ horizon and trade reforms,2011,NA,"Paola Conconi1, Giovanni Facchini2, 3, Maurizio Zanardi11Université libre de Bruxelles, 2University of Milan, 3Erasmus University Rotterdam",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1040
"This paper argues that legislative incentives to overspend are not confined to local public good provision, but also plague non-targetable (global) public good provision, such as public safety and public health. The channel for the second type of spending is different from the common pool logic, however. To identify this channel I model fragmentation of fiscal power in a political agency setup with legislative bargaining. First, legislators lack common pool incentives when benefits cannot be targeted. Second, fragmentation of agenda power in the legislature weakens voters' control over agenda setters by reducing the value of their office -- weak external accountability. This allows the government to initiate public projects with high unwarranted costs. Third, a check on their behavior is a larger number of legislators, creating internal accountability. I estimate the effects of fragmentation on budget performance by exploiting a state-mandated reorganization of Kentucky county governments at the end of the 1970s that substantially enhanced the power of the office of county executive. I present difference-in-differences estimates using a 1962-1997 panel that contains counties in the neighboring state of West Virginia as the control group. The results indicate that the centralization of executive power has led to significant reductions in several categories of county revenues as well as spending and in improvements in both budget balance and indebtedness position.",political accountability for public spending,2008,NA,Razvan Vlaicu1Inter-American Development Bank,Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1041
Book,political capitalism: how political influence is made and maintained,2018,NA,Randall G. Holcombe1Florida State University,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1042
"This paper analyzes the link between fiscal balance and political competition. Two conflicting hypotheses are formulated and tested in the literature, with no consensus as to which is correct. The first hypothesis states that political competition increases the accountability of politicians and thus increasing the efficiency of the public sector. The second states the opposite, suggesting that political competition leads to inefficiencies which are the result of the necessity to form a coalition. I test these hypotheses with budgetary and political data on municipalities in Israel for the years 1997-2006. The results suggest that the aforementioned hypotheses could both hold true, depending on the level of the competition. Low levels of political competition are associated with large debts. However, high levels of political competition are also associated with large debts, while the smallest levels of debt arise when political competition is intermediate. Low levels of political competition might be caused by the tendency of Arab residents to vote according to their clan affiliation. I also find evidence of political budget cycles in Israeli municipalities, where election years result in greater deficits. These cycles might be another mechanism by which the effect of political competition takes place, as they are also affected by the level of political competition.",political competition and fiscal status: evidence from municipalities in israel,2015,Local Government Studies,Yaniv Reingewertz1University of Haifa,Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1043
"This study investigates the impact of electing a majority in a municipality's legislative body on different items of the local current and capital accounts. Inference is based on a RDD approach and a dataset containing electoral and financial information for a sample of 278 homogeneous municipalities over 32 years. Results provide evidence of a significant causal impact of treatment on the most relevant items of the current and capital revenue and expenditure accounts. In particular, municipalities ruled by a legislative majority raise more revenues through current and capital transfers, but also have higher expenditures with personnel and investment goods.",political determinants of municipal accounts: quasi-experimental evidence from portugal,2015,NA,Mariana Lopes da Fonseca1University of Göttingen,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1044
