abstract,title,year,journal,authors,base,exclusion_stage,exclusion reson,#ID
"Domestic interests, international bargaining, and IMF lendingM Breen - 2010 - doras.dcu.ie… Adopting any strategy to recover debt will entail costs – expenditure on information, knowledge …
it is easier to maintain cooperative coalitions for logrolls where: 'the number of legislators is small …
This is standard practice in bureaucracies with budget cycles – spending and lending … 
  Cited by 15 Related articles All 3 versions  View as HTML ","domestic interests, international bargaining, and imf lending",NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A1997
"[PDF][PDF] Patients without Borders: The Emergence of~ 1edical TourismWDP Want - pdfs.semanticscholar.org… Government spending on public health infrastructure is shrink- ing; data released in 2004 show
that nearly 82 percent of all health expen … In an attempt to seize the moment, salvage the original
plan, or confuse the issue, a number of legislators introduced separate reform plans … 
   View as HTML ",patients without borders: the emergence of~ 1edical tourism,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A1998
"The contemporary context of public engagementJR Henig - Public engagement for public education: Joining …, 2011 - books.google.com… bias in representation that worked against central cities; they were growing and rural areas were
shrinking, but the number of legislators representing the … National polls spanning nearly forty years
show that older Americans are more likely to endorse lower spending on public … 
  Cited by 20 Related articles All 2 versions  ",the contemporary context of public engagement,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A1999
"[PDF][PDF] Lawyering and Lobbying: the Discipline of Public Policy AdvocacyLD Andrist, J Gilbertson - NDL Rev., 2011 - HeinOnline… 53 The responsibility to report is a greater burden than registration because lobbyists must account
for any expenditure of sixty dollars or more per person per event that is associated with their
lobbying efforts … 63 Timeliness in filing expenditure reports is crucial … 
  Cited by 1 Related articles All 2 versions  ",lawyering and lobbying: the discipline of public policy advocacy,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2000
"Electoral systems, geography, and political behaviour: United Kingdom examplesRJ Johnston, C Pattie - Revitalizing electoral geography, 2011 - books.google.com… This number is generally known as the quota, and it varies according to the magnitude
of the constituency (ie, the number of legislators that it elects, not the number of voters
there or some other measure of its size). It is derived … 
  Cited by 10 Related articles All 4 versions  ","electoral systems, geography, and political behaviour: united kingdom examples",NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2001
"[PDF][PDF] Democracy, Ethnic diversity and Environmental public goods in Nigeria Democracy, Ethnic diversity and Environmental public goods in NigeriaAS Olabisi, MVAS Olabisi, M Visser, LS Room - Citeseer… Most of these studies focused on the effects of democracy on allocations of public expenditure
to pro-poor public goods … lacking, coupled with rent seeking, the connection between an increase
in public expenditure and provision of public goods becomes less apparent … 
  Related articles All 2 versions  View as HTML ","democracy, ethnic diversity and environmental public goods in nigeria democracy, ethnic diversity and environmental public goods in nigeria",NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2002
"[PDF][PDF] Hillbilly Health Care: The Politics of Rural Health Care ReformC Yamashita - Citeseer… conservative eras engender a more decentralized federal government that espouses decreasedspending and the shifting of responsibilities to state and local governments … federal agriculturespending, but the agribusiness lobby focuses its attention on agricultural … 
  Related articles All 5 versions  View as HTML ",hillbilly health care: the politics of rural health care reform,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2003
"IT GovernanceA Hamilton, A Goldberg - The Business-Oriented CIO: A Guide to …, 2009 - books.google.com… Council size varies considerably based on its focus; however, a size sim- ilar to that of the
Executive Committee seems to work well … Many organiza- tions cannot afford to have their most
experienced staff spending time out- side of the business for too long … 
  Related articles  ",it governance,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2004
"[PDF][PDF] Making the most of mayorsS Sims - Institute for Government, 2011 - instituteforgovernment.org.uk… of Bradford Metropolitan District Council Summary Accounts 2008-09; Bradford District Partnership,
'Bradford Total Place Report' (2010) 7 expenditure on things … of the place rather than just leader
of the council.15 In our interviews mayors generally reported spending about 50 … 
  Cited by 4 Related articles  View as HTML ",making the most of mayors,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2005
"Do unions promote members' electoral office holding? Evidence from correlates of state legislatures' occupational sharesAJ Sojourner - ILR Review, 2013 - journals.sagepub.comPage 1. ILRReview, 66(2), April 2013. © by Cornell University. Print 0019-7939/Online
2162-271X/00/6602 $05.00 DO UNIONS PROMOTE MEMBERS' ELECTORAL OFFICE HOLDING?
EVIDENCE FROM CORRELATES OF STATE LEGISLATURES' OCCUPATIONAL SHARES … 
  Cited by 51 Related articles All 22 versions Web of Science: 22  Library Search ",do unions promote members' electoral office holding? evidence from correlates of state legislatures' occupational shares,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2006
"Prochoice RepublicanismP Miller - Conscience, 2011 - search.proquest.com… KELLIE FERGUSON: Our prochoice Republican approach to platform issues like spending on
family planning and prevention is to find a … version of reproductive choice issues, rmcs lobbying
efforts on Capitol Hill have revealed that a significant number of legislators have failed … 
   ",prochoice republicanism,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2007
"Slowing at sunset: Administrative procedures and the pace of reform in KoreaJR Baum, K Bawn - Journal of East Asian Studies, 2011 - cambridge.orgPage 1. Journal of East Asian Studies 11 (2011), 197-221 Slowing at Sunset:
Administrative Procedures and the Pace of Reform in Korea Jeeyang Rhee Baum
and Kathleen Bawn Overhaul of administrative procedures is an … 
  Cited by 5 Related articles All 6 versions Web of Science: 1  ",slowing at sunset: administrative procedures and the pace of reform in korea,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2008
"Beyond path dependence: explaining healthcare reform and its consequencesSF Haeder - Policy Studies Journal, 2012 - Wiley Online Library… Congress take the lead in writing legislation resulted in a large number of legislators becoming
personally … a similar goal as the SGR will be able to rein in spending (Gitterman & … budget- andexpenditure-based approaches (Gruber & Perry, 2011; Gruber & Seif, 2009), insurance … 
  Cited by 38 Related articles All 5 versions Web of Science: 20  ",beyond path dependence: explaining healthcare reform and its consequences,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2009
"[PDF][PDF] Diskussionsbeiträge/Discussion Paper SeriesC Ahlfeld - 2009 - econstor.eu… Hence, coalitions between several parties are common (Persson/Tabellini, 2005). The constitution
influences the political arena in terms of cabinet or parliament size, the number of veto players
or the number of federal states and thereby affects the voting power of agents … 
  Related articles All 2 versions  View as HTML ",diskussionsbeiträge/discussion paper series,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2010
"Spatio-temporal modeling of legislation and votesE Wang, E Salazar, D Dunson, L Carin - Bayesian Analysis, 2013 - projecteuclid.org… (2004b) adopted a probit link function; the probit model is employed in this paper. The probit
ideal point model is summarized as follows. Consider a binary matrix CP t0, 1uNlˆM , where
Nl is the number of legislators and M is the number of bills Page 4 … 
  Cited by 15 Related articles All 5 versions Web of Science: 5  ",spatiotemporal modeling of legislation and votes,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2011
"[PDF][PDF] Cohesion or Discipline? Legislative Roll Call Behaviour in the Czech RepublicT Lacina - ecpr.eu… In contrast, when the Social Democrats were in office between 1998 and 2006 they pursued
centrist policies that involved cuts in public spending. << Table 1, about here >> Table 1 represents
the two main cleavages evident with party competition in the Czech Republic … 
  Related articles  View as HTML ",cohesion or discipline? legislative roll call behaviour in the czech republic,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2012
"[PDF][PDF] The Effect of US State Taxes on State Economic ProsperityC Dainsberg - 2011 - bemidjistate.edu… Page 5. 5 Many implement a spending, or expenditure variable that account for how taxes are
used and the economic growth thus precipitated. It is not in this direction that I steer my research.
Instead, I want to look at specific sources of tax revenue, and test those values using … 
  Related articles  View as HTML ",the effect of us state taxes on state economic prosperity,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2013
"Talking the Walk to Sustainable Development: Public Sphere Deliberation and Sustainable Development Policy Outcomes in MexicoMBL Birch - 2011 - search.proquest.comPage 1. Talking the Walk to Sustainable Development: Public Sphere Deliberation and
Sustainable Development Policy Outcomes in Mexico A Thesis Presented to the Faculty Of
The Fletcher School of Law and Diplomacy By Melissa BethLankow Birch … 
  Related articles  ",talking the walk to sustainable development: public sphere deliberation and sustainable development policy outcomes in mexico,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2014
"[PDF][PDF] Linkages between researchers and legislators in developing countriesA Datta, N Jones - London: ODI, 2011 - odi.org… In Taiwan, while there is no formalised expenditure minimum, political parties operate their
own think tanks, relying on a mixture of a small number of full-time staff, often junior researchers,
and the consultancy services of senior university-based scholars … 
  Cited by 9 Related articles All 5 versions  View as HTML ",linkages between researchers and legislators in developing countries,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2015
"[PDF][PDF] Dynastic politicians: Theory and evidence from JapanY Asako, T Iida, T Matsubayashi, M Ueda - … University Organization for …, 2012 - core.ac.uk… D −dm N = α-1 L+(α-1)m . This value decreases as m and L increases (and α decreases). In words,
when the number of dynastic legislator or the total number of legislators in the legislature increases,
the actual bargaining advantage of dynastic candidates decreases … 
  Cited by 12 Related articles All 3 versions  View as HTML ",dynastic politicians: theory and evidence from japan,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2016
"How presidents push, when presidents win: A model of positive presidential power in US lawmakingMN Beckmann, V Kumar - Journal of Theoretical Politics, 2011 - journals.sagepub.com… scarce political capital (WP) lobbying lawmakers to induce them to pass a proposal (α) as close
to his ideal (p) as possible (spending as little … that the president wants the outcome of legislative
process nearer to his ideal posi- tion even when it comes with the expenditure of high … 
  Cited by 8 Related articles All 6 versions  ","how presidents push, when presidents win: a model of positive presidential power in us lawmaking",NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2017
"Electoral Rules and Constitutional Structures as Constraints on CorruptionJ Kunicová, S Rose-Ackerman - Corruption, Development and Institutional …, 2009 - Springer… The chapter is organized as follows. Section 2 clarifies what we mean by cor- rupt political
rent-seeking and distinguishes between this type of corruption and pork-barrel spending … Any
alliance will be difficult to form in the first place because of the number of legislators involved … 
  Cited by 11 Related articles All 3 versions  ",electoral rules and constitutional structures as constraints on corruption,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2018
"[HTML][HTML] Carlos MenemC Menem - Children, 2011 - m.wikidaily.org… [19] [20] González also lowered social welfare spending, including that for people with disabilities …
[34] After these elections, all of the Partido Justicialistal, was aligned with Menem's leadership,
with the exception of a small number of legislators known as the ""Group of Eight"" … 
   Cached ",carlos menem,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2019
"[PDF][PDF] New South Wales Treasury CorporationUBSI Bank, RBCCMTD Securities - 2009 - rns-pdf.londonstockexchange.comPage 1. OFFERING CIRCULAR (replacing the offering circular dated 23rd December, 2010)
30 March, 2012 New South Wales Treasury Corporation (a statutory corporation constituted by
the Treasury Corporation Act 1983 of New South Wales) A$18,000,000,000 … 
  Related articles All 3 versions  ",new south wales treasury corporation,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2020
"[PDF][PDF] The roles of the committee system in enhancing legislative efficiency in Nigeria: The case of Kwara State House of AssemblyJY Fashagba - Journal of Sustainable Development in Africa, 2009 - jsd-africa.com… Coupled with this is the large number of legislators in committees as some are as large as
comprising of over seventy members (Cohen, 2002) … Parliamentary oversight of finance:Ensuring
Accountability in Public Expenditure, London: Commonwealth Parliamentary Secretariat … 
  Cited by 5 Related articles All 6 versions  View as HTML ",the roles of the committee system in enhancing legislative efficiency in nigeria: the case of kwara state house of assembly,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2021
"[PDF][PDF] Submission Number: ASSET2009-09-00144P Melo-filho, C Zucco - 2009 - Citeseer… [Figure 1 about here.] The number of legislators who switch is given by Nj ∫ ˜ Xj Xj φjdX, which
is the dark shaded … 10 Page 12. June 16, 2009 Zucco & Melo-Filho marginal effect of spending
on the votes obtained from party j (Qj) as: dQj dMj = Njφj(v (µj(Mj)))v (µj(Mj))µj(Mj) (2) … 
  Related articles All 2 versions  View as HTML ",submission number: asset20090900144,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2022
"Party institutionalization in Hong KongJTM Lam - Asian Perspective, 2010 - muse.jhu.edu… Table 5. Party Membership of Legislators from Geographical Constituencies (GC) 1998
2000 2004 2008 Number of Legislators with Party Membership 19 23 28 28 Number of
Independent Legislators 1 1 2 2 Total GC Seats 20 24 30 30 Page 13 … 
  Cited by 12 Related articles All 7 versions Web of Science: 5  ",party institutionalization in hong kong,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2023
"Is it worth it? On the returns to holding political officeH Lundqvist - 2013 - papers.ssrn.com… The municipal council decides on the total number of council seats, subject to minimum restrictions
set by the Municipal Law ranging between 31 for municipalities with up to 12,000 eligible voters
to 101 for the municipality of Stockholm. The median council size is 41 … 
  Cited by 28 Related articles All 25 versions  ",is it worth it? on the returns to holding political office,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2024
"An introduction to Bayesian inference via variational approximationsJ Grimmer - Political Analysis, 2011 - cambridge.org… For example, posteriors for ideal point estimates based on roll call votes will converge upon the
multivariate normal distribution at a slow rate because of the incidental parameters produced
with each new vote and because the number of legislators is fixed (Londregan 2000) … 
  Cited by 111 Related articles All 13 versions Web of Science: 215  ",an introduction to bayesian inference via variational approximations,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2025
"[PDF][PDF] Policy Positions in Mixed Member Electoral Systems: Evidence from JapanS Hirano, K Imai, Y Shiraito… - Unpublished …, 2011 - imai.princeton.edu… Moreover, relative to many other mixed member majoritarian systems, a greater numberof legislators are elected via SMDs rather than the PR list.4 … spending to the second
dimension by setting the factor loadings for the other dimension to zero … 
  Cited by 7 Related articles All 6 versions  View as HTML ",policy positions in mixed member electoral systems: evidence from japan,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2026
"[PDF][PDF] Reservation for Women in Karnataka Gram Panchayats: The Implications of Non-Random Reservation and the Effect of Women LeadersJ Nilekani - Senior Honors Thesis, Yale College, 2010 - thaddunning.com… I then test for the effects of reservation on a variety of outcome indicators from
2005-2007, such as tax collection, spending on … preferred by women. Clearly, the gram
panchayat and its president do have some discretion over spending … 
  Cited by 6 Related articles All 3 versions  View as HTML ",reservation for women in karnataka gram panchayats: the implications of nonrandom reservation and the effect of women leaders,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2027
"Do higher salaries lead to higher performance? Evidence from state politiciansM Hoffman, E Lyons - Evidence from State Politicians (October 23 …, 2013 - papers.ssrn.com… In particular, the number of legislators per state ranges from about 50 to 400 whereas each state
has only one governor … we discuss our estimates of the relationship between salary and
bill-passing and between salary and state fiscal policy (ie taxes and spending) … 
  Cited by 20 Related articles All 8 versions  ",do higher salaries lead to higher performance? evidence from state politicians,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2028
"Executive authority to reform health: Options and limitationsM Chugh - The Journal of Law, Medicine & Ethics, 2009 - Wiley Online Library… B. Test Quality Initiatives through Medicare Demonstration Authority President Obama, John
McCain, and a number of legislators have recommended … payment or reimbursement methods
to increase program efficiency; testing policies that reduce Medicare spending; and trying … 
  Cited by 3 Related articles All 11 versions  Library Search ",executive authority to reform health: options and limitations,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2029
"Exit, voice, and electoral turnoverL Salucci, K Bickers - Urban Affairs Review, 2011 - journals.sagepub.com… government, including the presence of local term limits (term limits: 0 = no, 1 = yes), the form of
government (form of gov: 0 = mayor-council, 1 = council-manager), the use of party labels on
the ballot (partisan elections: 0 = no, 1 = yes), and the size of the city council (council size … 
  Cited by 17 Related articles Web of Science: 8  ","exit, voice, and electoral turnover",NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2030
"PART in retrospect: An examination of legislators' attitudes toward PARTOJ Stalebrink, V Frisco - Public Budgeting & Finance, 2011 - Wiley Online Library… The inclusion of this characteristic is important because an increasing number of legislators have
business experience, due to the growing prominence of … which could raise questions (and public
concerns) about fairness and the allocative efficiency of public spending decisions … 
  Cited by 22 Related articles All 4 versions Web of Science: 10  ",part in retrospect: an examination of legislators' attitudes toward part,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2031
"A Geographical issue: the contribution of Citizenship Education to the building of a European citizenship. The case of the VOICEs Comenius networkS Malatestaa, JG Sanchezb - J-Reading n. 2-2013: Journal of …, 2013 - books.google.com… students to function within as well as across nations throughout the world, as well as the number
of citizens in the world who are spending parts of … These are not separate and incompatible visions;
in fact a large number of legislators combined more than one approach to CE … 
  Cited by 2 Related articles All 10 versions  ",a geographical issue: the contribution of citizenship education to the building of a european citizenship. the case of the voices comenius network,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2032
"[PDF][PDF] Voter Turnout and the Principle of"" One PersonY Mori - Science, 2012 - Citeseer… although the number of legislators allocated to each state was not changed and the … federal
government net spending pie: Who wins, who loses, and why,"" American Economic Review,
Vol … Hoover, G. and P. Pecorino (2005) ""The Political Determinants of Federal Expenditure … 
  Cited by 1 Related articles All 3 versions  ","voter turnout and the principle of"" one person",NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2033
"Abuse of powers of impeachment in NigeriaM Lawan - The Journal of Modern African Studies, 2010 - JSTOR… been violated. In some cases, the shortfall in the required number of legislators
oc- curred because some members claimed to have declared vacant the seats of
other members who had defected to another political party. In … 
  Cited by 19 Related articles All 5 versions Web of Science: 3  ",abuse of powers of impeachment in nigeria,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2034
"[PDF][PDF] Political ideology as a source of business cyclesM Azzimonti - 2010 Meeting Papers, 2010 - researchgate.net… hand, the government wants to decrease the level of resources available to next period's
policymaker so as to restrict his level of spending … In their work the probability of being able to
choose expenditures is exoge- nous and only depends on the number of legislators, while it is … 
  Cited by 2 Related articles All 7 versions  View as HTML ",political ideology as a source of business cycles,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2035
"Strategic spending in voting competitions with social networksC Lever Guzmán - 2010 - econstor.eu… Lever Guzmán, Carlos Working Paper Strategic spending in voting competitions with social
networks Working Papers, No. 2010-16 … Working Papers N◦ 2010-16 Strategic Spending in Voting
Competitions with Social Networks Carlos Lever Guzmán Banco de México … 
  Cited by 7 Related articles All 2 versions  View as HTML ",strategic spending in voting competitions with social networks,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2036
"[PDF][PDF] California's 2011-12 Budget: Balancing the Budget BehemothB DiSarro, W Hussey - pdfs.semanticscholar.org… to K-14 education, or an amount equal to the previous year's expenditure plus inflation … were
looking for ways to balance the state's books without resorting to either spending cuts or … In part,
this was a reaction to Proposition 25, which lowered the number of legislators needed to … 
  Related articles All 3 versions  View as HTML ",california's 201112 budget: balancing the budget behemoth,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2037
"Educating citizens or defying federal authority? A comparative study of in‐state tuition for undocumented studentsG Reich, J Barth - Policy Studies Journal, 2010 - Wiley Online Library… such as welfare (Smith, 1987), affirmative action (Gamson & Modigliani, 1989; Kinder & Sanders,
1990), government spending (Jacoby, 2000 … Legislators who played key roles in the passage
of HB 2008 stated that a significant number of legislators remained undecided about … 
  Cited by 55 Related articles All 7 versions Web of Science: 17  ",educating citizens or defying federal authority? a comparative study of in‐state tuition for undocumented students,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2038
"Essays on Dynamic Political EconomyS Nunnari - 2012 - thesis.library.caltech.edu… For example, in the US, about two-thirds of the federal budget is allocated to mandatory spending,
which continues year after year by default … markets to finance their current expenditure, they
increase the level of public debt, affecting the ability to spend of future governments … 
  Related articles All 5 versions  Library Search View as HTML ",essays on dynamic political economy,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2039
"[PDF][PDF] Governance and performance: an empirical study of Australian universitiesC De Silva Lokuwaduge - 2011 - vuir.vu.edu.au… Page 4. iii Descriptive statistics from the study showed a significant increase in governance
practices between 2005 and 2007 for council size, composition, council committees and
transparency … Both council size and the number of council meetings did not show any statistically … 
  Cited by 13 Related articles All 6 versions  View as HTML ",governance and performance: an empirical study of australian universities,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2040
"Factors explaining the regulatory activity of the Spanish Autonomous Communities (1989–2001)J López-Laborda… - … and Planning C …, 2010 - journals.sagepub.com… The Autonomous Communities (Spanish regional governments) manage almost 40% of total
public expenditure and provide a set of services which … Furthermore, Mixon and Gibson (2001)
indicate that the greater the number of legislators with respect to voters, the lower will be … 
  Cited by 2 Related articles All 2 versions Web of Science: 1  ",factors explaining the regulatory activity of the spanish autonomous communities (1989–2001),NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2041
"What determines vote share in city council elections?: the incumbent advantage and economic votingD Angello - 2013 - mospace.umsystem.edu… candidate expenditures is rather limited, so the expenditures in the dataset reflects the expenditure
figures that were available, not necessarily all expenditures in the election. Nevertheless, the
expectation is for the candidate's expenditures to bolster a candidate's vote … 
  Related articles All 2 versions  Library Search View as HTML ",what determines vote share in city council elections?: the incumbent advantage and economic voting,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2042
"A Tragic DialecticC McKee, N Bacon - Confronting Urban Legacy: Rediscovering …, 2013 - books.google.com… These included reducing the number of legislators in the House, having annual sessions of the
legislature … where DevCo would build its “new community,” its agents were spending millions to …
members of the board pointed out that Connecticut's average expenditure per student … 
  Related articles  ",a tragic dialectic,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2043
"Government turnover: Concepts, measures and applicationsS Horowitz, K Hoff, B Milanovic - European Journal of Political …, 2009 - Wiley Online Library… coalition. Various intermediate thresholds, in which the number of legislators remaining
from the old government may not account for more than a certain share of the seats
held by the new coalition government, are also possible … 
  Cited by 50 Related articles All 9 versions Web of Science: 24  Library Search ","government turnover: concepts, measures and applications",NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2044
"[PDF][PDF] The Personalization of Politics: Koizumi and Japanese PoliticsT Inoguchi, J Blondel, J Thiébault… - … , Parties and Citizens …, 2009 - researchgate.net… Then he reduced road construction expenditure radically. Lastly, he passed the postal privatization
bill in the National Diet … When he was opposed by a large number of legislators of the governing
party, he called for general election and expelled them from the party … 
  Cited by 5 Related articles All 2 versions  View as HTML ",the personalization of politics: koizumi and japanese politics,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2045
"Agenda setting and executive dominance in politicsG Tsebelis - Parlamente, Agendasetzung und Vetospieler, 2009 - Springer… The initiation of bills requiring expenditure (“money bills”) is a government prerogative in all
countries … is the required majority for approval or rejection of the President's action, and whether
this majority is calculated on the basis of members present, or total number of legislators … 
  Cited by 21 Related articles All 6 versions  ",agenda setting and executive dominance in politics,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2046
"[PDF][PDF] Rethinking local government for rural and provincial New Zealand–a new look at community governanceP McKINLAY - 2013 - mdl.co.nz… government approach. There is clearly widespread public support for the proposition
that local government is relatively inefficient, spending on low priority activity, and
increasing rates well beyond what can be justified. If local … 
  Related articles  View as HTML ",rethinking local government for rural and provincial new zealand–a new look at community governance,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2047
"Term limits and interest group influence.J England - 2009 - shareok.org… 2). On the other hand, term limits make legislators more responsive to public demands because
they will not be accustomed to pork-barrel spending (Tabarrok 1994, 3) … because they
theoretically weaken government, decrease wasteful spending, and … 
  Related articles All 3 versions  Library Search View as HTML ",term limits and interest group influence.,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2048
"[PDF][PDF] The Maturing MetropolisA Côté - 2009 - munkschool.utoronto.ca… Common conflicts can pit city-wide plans against community interests, efficiency against
accountability, higher spending against lower taxes, political maneuvering against citizen … CouncilSize 58 including Mayor (were 106 elected officials in 6 municipalities under Metro) … 
  Related articles All 2 versions  View as HTML ",the maturing metropolis,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2049
"[PDF][PDF] Tax Structure, Welfare and Government Spending: The Adoption of a VAT and the Causal Effect on Government SizeTE Borcherding, D Kim, D Lee - kapf.or.kr… From the perspective of public choice, government size can be modeled as a result of … the political
support from the voters by choosing two policy devices: government expenditure and tax …
Government spending is modeled as the same as its revenue; consumption smoothing (ie … 
  Related articles  View as HTML ","tax structure, welfare and government spending: the adoption of a vat and the causal effect on government size",NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2050
"Political Fundraising NetworksJ Poulos - 2012 - papers.ssrn.com… Cann and Sidman [2011], for instance, establish a positive re- lationship between
member–to–member FEC contributions and district–level federal redistributive spending. Does
network structure impact distributive spending? Second, the descriptive evidence … 
  Related articles  ",political fundraising networks,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2051
"Bicameral ResolutionI Bills - New Directions in Congressional Politics, 2012 - books.google.com… These initial works focused on the production of spending and taxation legislation and found
the conference committee was an important step in the … is their reliance on the ex post veto, the
fact that conference committees generally contain a large number of legislators from the … 
   ",bicameral resolution,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2052
"Dynamic Federalism and the Implementation of the Affordable Care ActT Callaghan, L Jacobs - APSA 2013 Annual Meeting Paper …, 2013 - papers.ssrn.com… When the number of legislators in a single chamber is evenly split between the parties
(as in the case of … Other federal programs that gain salience among partisans (such
as the spending of stimulus funds) may face similar obstacles … 
  Cited by 2 Related articles  ",dynamic federalism and the implementation of the affordable care act,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2053
"A survey of MPs opinions about the challenges of blending executive and legislative functions of government under Ghanas 1992 constitutionEK Sakyi - African Journal of Political Science and …, 2010 - academicjournals.org… submissions and public hearings. In actual fact, this is where the action is policy
development, in depth issue studies, departmental oversight, legislative work and
review of government spending (Finsten, 2002). In the particular … 
  Cited by 3 Related articles All 3 versions  ",a survey of mps opinions about the challenges of blending executive and legislative functions of government under ghanas 1992 constitution,NA,NA,NA,Google Scholar,First,Title indicated the study was completely unrelated to the research topic or that the record was not a research article.,A2054
